009b14d	2025-10-02	GitHubActionの再度確認
dfda689	2025-10-02	GitHubActionのCIワークフローを更新
9c85c12	2025-10-02	テストコードのエラーを修正
e99cf63	2025-10-02	GitHubActionに対応した修正の実施
e7442ae	2025-10-02	ログを残し忘れていたので修正
af5c551	2025-10-02	GitHubActionのエラー解消確認
32fb9d1	2025-10-02	READMEの整理
51a9a4a	2025-10-03	フロントエンドのテストを追加
1fcf409	2025-10-03	GitHubActionに対応して修正
3c8ded8	2025-10-03	GitHubActionのエラー対応
1b91dc8	2025-10-03	テストのリファクタリング
b2aaca8	2025-10-03	パスワード変更処理を追加
a4f2f5e	2025-10-03	細かい見た目関係の処理を修正
c809519	2025-10-03	リファクタリングの実施
e38a33f	2025-10-03	リファクタリングで起こった問題に対して修正
acbff18	2025-10-03	GitHubActionの対応
40fb8ee	2025-10-03	CSVえくすぽーときのうを追加
8ed973d	2025-10-03	Delete フロントエンド/public/favicon.png:Zone.Identifier
2bb6fca	2025-10-03	ドキュメントの位置を修正
e7c2c83	2025-10-03	本番環境用に調整
48a4616	2025-10-03	本番環境用に再調整
aafbb9b	2025-10-03	本番環境用に再調整2
5ad1eb5	2025-10-03	CORS preflight と headersを修正
61b8e27	2025-10-03	cross-origin cookie 認証 for productionを修正
604cffe	2025-10-03	README更新
0543173	2025-10-04	レスポンシブデザインに変更
c3d135f	2025-10-04	デッキ登録機能周りを修正
ef3bf37	2025-10-04	CIに対応
f8330c5	2025-10-04	CIに対応
fdc95ff	2025-10-04	タイムゾーン問題に対応
d0eda38	2025-10-04	CIに対応
7fe8bd1	2025-10-04	CIに対応
a06c687	2025-10-04	時刻関係の問題を修正
07dfd5a	2025-10-04	デッキのアーカイブ機能を追加。ドキュメントの整理
c13eded	2025-10-04	ドキュメントの整理
77ed7f7	2025-10-04	CIの対応とドキュメント整理
431f9c3	2025-10-04	CSVエクスポート機能を正常に修正
c54aa3a	2025-10-04	ドキュメントの整備
e976a61	2025-10-04	READMEの修正
368d3b6	2025-10-05	配信者モードを実装
6609d78	2025-10-05	CIを通るように調整
d780686	2025-10-05	CIを通すように修正2
9568514	2025-10-05	CIを通るように修正3
6783594	2025-10-05	レスポンシブデザインに対応
5070bd4	2025-10-05	CIを通るように修正
d30458c	2025-10-05	CI対応
4a9a347	2025-10-05	CI対応2
26954c3	2025-10-05	CI対応3
c4f494a	2025-10-05	CI対応4
8c32504	2025-10-05	CI対応5
f7443b3	2025-10-05	CI対応6
407ead8	2025-10-05	ローカルCI環境を構築
e04c888	2025-10-05	ダミーデータ生成機能を作成
313d7f9	2025-10-05	統計機能を修正
d5c4997	2025-10-05	psycopg3に対応
d3c647a	2025-10-05	本番環境のマイグレーション自動修復機能を追加
642b239	2025-10-05	本番環境でのマイグレーション再対応
24338b0	2025-10-05	本番環境でのマイグレーション再対応
650c54a	2025-10-05	本番環境でストリーマー機能の動作修正
3576b0b	2025-10-05	本番動作問題の解析
0202423	2025-10-05	本番動作問題の解析
a0c791d	2025-10-06	PWA機能お試し
775e34a	2025-10-06	CSVインポート時重複削除機能を実装
cfaa46c	2025-10-06	データ共有機能の実装
b47224d	2025-10-08	メール送信機能の実装
4750a56	2025-10-08	パスワードリセット機構を本実装
fac9fc3	2025-10-09	CI対応、リファクタリング（途中）
e7689bc	2025-10-09	CIを通るように修正
b4ae1d6	2025-10-09	CIに対応して修正
9d676e0	2025-10-09	CIが通るように修正
b284c10	2025-10-09	再度CIが通るように修正
3d44080	2025-10-09	CIが通るように修正5
179c02e	2025-10-09	CIが通るように修正6
94dfe17	2025-10-09	Vercel のビルドエラーを修正
7a8b0f0	2025-10-09	CIが通るように修正
abe04f5	2025-10-10	feat: 新規戦績登録モーダルに最新のデッキ情報を自動反映
9565c90	2025-10-10	対戦相手が自動設定されないように修正
35dd113	2025-10-10	READMEとドキュメントの更新
5fb4a96	2025-10-10	本番環境向けにURL共有機能に対応
e2c45a1	2025-10-10	Merge branch 'main' of https://github.com/krtw00/デュエル-log-app
935d8c2	2025-10-10	グラフの色合いを修正
f19d2cf	2025-10-11	Appバーが統計画面で表示されないバグを修正
6e6f60e	2025-10-12	Fix: 本番環境エラー修正（Cookie + NeonDB SSL + start.py最適化）
e6620fc	2025-10-12	Fix:本番環境でログインできない問題を修正
cd35042	2025-10-12	Fix:対戦相手のリストボックスを月の対戦数に合わせて修正
f386277	2025-10-12	Fix:CROSSエラーとクッキー問題に対処
bd16e53	2025-10-12	Fix:ログインできない問題を修正
74ba18d	2025-10-12	Fix：クッキー対策2
9c12f99	2025-10-12	Fix：本番環境でのエラー対応
31d8891	2025-10-12	Fix:Render環境でクッキーが正常に動作しない問題を修正
0b552ea	2025-10-12	Fix:CSVインポート・エクスポート機能を実装
4314b73	2025-10-13	Fix:プロフィールにバックアップ機能を追加
609c22b	2025-10-13	Fix:CSVのエクスポート、インポートの際のランクの値を修正
36f035b	2025-10-13	Fix:同じ時刻、マッチのデッキはインポートしないように修正
e689e4e	2025-10-13	Fix:クッキーのアクセス時間を長く変更
949f1c6	2025-10-20	Fix:ライトモード実装
f5feabc	2025-10-20	Fix:CIが通るように修正、UIの色味を調整
fec549d	2025-10-20	Fix:CIを通るように修正2
9e5eb4d	2025-10-20	Fix:CIが通るように修正3
d653641	2025-10-20	Fix:CIを通るように修正4
6c61224	2025-10-20	Fix:CIが通るように修正
144e0a8	2025-10-20	Fix:CSVの列設定を修正
4cdf7f9	2025-10-20	Fix:プロフィールのデータ管理のCSVについて列を修正
1595e3f	2025-10-20	Fix:タイトル行常に固定する機能を実装
55e10d9	2025-10-20	Fix：デッキ相性表の機能を修正
a11f1d5	2025-10-20	Fix:デッキ勝率を追加
7978da7	2025-10-20	Fix:共有画面にCSVエクスポート機能を追加
d44576e	2025-10-20	Fix:CIに対応
af6e6ea	2025-10-20	Fix:APIが無制限公開されている状態を修正
c306433	2025-10-20	Fix:APIに直接アクセスできないように修正
6195893	2025-10-20	Fix:グラフの文字がライトモードとダークモードで正常に見えるように修正
0a63047	2025-10-21	Fix:Safariで動作しない不具合についてログを追加
a44b892	2025-10-21	Fix:Safariのログを追加（Renderで発生したエラーの修正）
6545594	2025-10-21	Fix:Safariで動作しない問題を対応
9ec3882	2025-10-21	Fix:iOS対応確認
18a37d6	2025-10-21	Fix:コミットエラーを修正
05bedd0	2025-10-21	Fix:対戦日時を入力実施後適応
6720935	2025-10-21	Fix:利用規約を追加
812ebb0	2025-10-21	Fix:OBS連携機能を追加
6c3c224	2025-10-21	Add: OBS連携機能のビューとテストを追加
74b3d63	2025-10-21	Fix: TypeScriptビルドエラーを修正
61ece3e	2025-10-21	Add: 統計フィルター機能を追加し、統計画面のUIを改善
835c9e3	2025-10-21	Fix: StatisticsView.vueの未使用変数を削除してビルドエラーを修正
6f1691c	2025-10-21	Improve: 対戦記録モーダルのUI改善（ラジオボタン化）
dbdf81f	2025-10-21	Remove: 直近30戦のデッキ分布機能を削除
b37623c	2025-10-21	Add:統計フィルターに自分のデッキを追加
fe8f52f	2025-10-21	Fix:Typescriptを修正
5d37873	2025-10-21	Fix:デッキ画面に論理削除を追加
4648f47	2025-10-22	Fix:OBS連携機能の全期間を削除、文字が折りたたまれる部分を修正
24461dd	2025-10-22	Refactor: フロントエンドに共通ユーティリティと型定義を追加
b556ef3	2025-10-22	Refactor: DashboardView用のComposablesを作成
9757909	2025-10-22	Refactor: DashboardView用のUIコンポーネントを作成
c5b6cf5	2025-10-22	Refactor: DashboardView.vueを350行に削減 (1,212行→370行)
daf5998	2025-10-22	Refactor: Phase 4 - 型安全性の強化（Part 1）
7bff170	2025-10-22	Refactor: Phase 4 - 型安全性の強化（Part 2）
8d7fa0b	2025-10-22	Refactor: Phase 6 - コードの重複削除
40241d8	2025-10-22	Refactor: Phase 5 - 大規模コンポーネントの分割（部分実施）
e1cc1f6	2025-10-22	Refactor: Phase 4b & 5 - TypeScript型安全性向上とコンポーネント分割
9fee260	2025-10-22	Refactor: Phase 7-9 - エラーハンドリング統一化、any型削減、テストカバレッジ向上
aa05dcf	2025-10-22	Refactor(バックエンド): 統計サービスの改善とテスト追加
63aa593	2025-10-22	refactor(backend): 統計サービスのデッキ分布計算を改善
0100e4b	2025-10-22	refactor(backend): 統計サービスの直近デッキ分布計算を改善
369f254	2025-10-22	refactor(backend): Extract GeneralStatsService from StatisticsService
1e45ae5	2025-10-22	refactor(backend): Extract WinRateService from StatisticsService
81248c2	2025-10-22	refactor(backend): Extract DeckDistributionService from StatisticsService
f4ef617	2025-10-22	refactor(backend): Extract MatchupService from StatisticsService
c77ca7b	2025-10-22	refactor(backend): Extract TimeSeriesService from StatisticsService
332417e	2025-10-22	fix(frontend): 対戦履歴テーブルでデッキ名が表示されない問題を修正
c726d6f	2025-10-22	refactor(backend): Extract rank conversion logic to utility module
ca988fd	2025-10-22	refactor(backend): Extract CSV processing logic to dedicated service
e061877	2025-10-22	refactor(backend): get_latest_duel_valuesのcode duplicationを低減
f8439a2	2025-10-22	refactor(backend): Create query builder utility for common filters
94ad57e	2025-10-22	fix(csv): CSVインポート機能の修正と改善
df472ed	2025-10-22	fix(frontend): CSVインポートボタンが反応しない問題を修正
e56006d	2025-10-22	fix(frontend): useCSVOperationsからunused ref importを削除
483cdf0	2025-10-22	test(frontend): DashboardView テスト to match new デュエル structureを更新
309c031	2025-10-22	fix(obs): OBSオーバーレイのパーセント表示の小数点位置を修正
524603b	2025-10-22	feat(frontend): OBSオーバーレイにライト/ダークモードテーマ切り替え機能を追加
62c050d	2025-10-22	fix(obs): OBSオーバーレイの表示問題を修正
867c3d7	2025-10-22	fix(frontend): OBSオーバーレイページのみ背景を透明化するように修正
4f209a3	2025-10-22	fix(auth): MacOS環境での統計ページ認証エラーを修正
4be0338	2025-10-23	Avoid logging sensitive token data
6d139b0	2025-10-23	PR #1 (krtw00/codex) をマージ
52ab7c7	2025-10-23	typo in OBS go first rate labelを修正
e770abc	2025-10-23	PR #2 (krtw00/90zurl-codex/fix-typo-in-for-obs-integration) をマージ
21f5b1b	2025-10-23	fix: 共有リンクの有効期限が1日前になる問題を修正
66b74e1	2025-10-23	Fix:共有リンクのダッシュボードの値を修正
51c09ef	2025-10-23	Merge branch 'main' of https://github.com/krtw00/デュエル-log-app
9313aa9	2025-10-23	Fix:共有リンクのパーセンテージのエラーを修正
e509ab5	2025-10-23	fix: テスト実行の失敗要因を修正
cecbc07	2025-10-24	feat: 統計画面に月間対戦一覧を追加
c951da1	2025-10-24	fix: 月間対戦一覧の列表示を整理
b3ade59	2025-10-24	chore: 月間対戦一覧の高さを調整
af17fa2	2025-10-24	fix: アクション列の表示制御を調整
2ed4e5c	2025-10-24	Fix:アクションボタンが消えた不具合を修正
da34b67	2025-10-24	Delete フロントエンド/coverage directory
6312f73	2025-10-24	Fix:Typescript型エラーを修正
dae1db0	2025-10-24	Fix:先行の誤字を先攻に修正
021eef5	2025-10-24	Fix:OBS連携機能についてレイアウトを調整
587e126	2025-10-24	Add:OBS連携機能について、配信開始からを追加
2b4cb6b	2025-10-24	Fix:CIを通るように修正
d335906	2025-10-24	docs: READMEのOBSオーバーレイ機能に関する記述を更新
6585416	2025-10-24	PR #3 (krtw00/docs-update-readme-obs-feature) をマージ
79b4dc3	2025-10-25	feat(frontend): ログアウト後にログイン画面へ遷移するように修正
85383ac	2025-10-25	Merge branch 'main' of https://github.com/krtw00/デュエル-log-app
6636d0d	2025-10-25	OBS連携機能の不具合を修正
ad65b3b	2025-10-25	PR #4 (krtw00/fix-obs-token-issue) をマージ
e6e521d	2025-10-25	ログアウト機能の不具合を修正
fb3f341	2025-10-25	PR #5 (krtw00/fix-obs-token-issue) をマージ
c29afaa	2025-10-25	Fix: ログアウト後も認証状態が維持される問題を修正
1df4d7b	2025-10-25	PR #6 (krtw00/fix-logout-vulnerability) をマージ
82e3151	2025-10-25	OBS連携機能のパーセンテージ表示を修正
c2970c9	2025-10-25	Fix:フォントの大きさを修正
c1949ff	2025-10-25	Merge branch 'main' of https://github.com/krtw00/デュエル-log-app
593bf5c	2025-10-25	PR #7 (krtw00/fix-obs-token-issue) をマージ
8217f2e	2025-10-25	Fix: ログアウト後の自動再ログインの脆弱性を修正
fb77389	2025-10-25	branch 'main' を fix-logout-vulnerability にマージ
58f86e0	2025-10-25	PR #8 (krtw00/fix-logout-vulnerability) をマージ
8e9c55e	2025-10-25	OBS連携機能のラベルの文字サイズを調整
2f48be7	2025-10-25	branch 'main' を fix-obs-token-issue にマージ
b697c98	2025-10-25	PR #9 (krtw00/fix-obs-token-issue) をマージ
ea1409f	2025-10-25	Fix: ログアウト後の自動再ログインの脆弱性を完全に修正
790f507	2025-10-25	branch 'main' を fix-logout-vulnerability にマージ
d564710	2025-10-25	PR #10 (krtw00/fix-logout-vulnerability) をマージ
9f6b0fc	2025-10-25	Fix: ログアウト処理を厳格化し、自動再ログインの脆弱性を完全に修正
733c5bc	2025-10-25	PR #11 (krtw00/fix-logout-vulnerability) をマージ
23606ff	2025-10-25	Fix: ログアウト処理を全面的に見直し、認証の脆弱性を完全に修正
aa94188	2025-10-25	branch 'main' を fix-logout-vulnerability にマージ
ac2b2ef	2025-10-25	PR #13 (krtw00/fix-logout-vulnerability) をマージ
24f900f	2025-10-25	Hotfix: 無限リダイレクトを引き起こす致命的な認証エラーハンドリングを修正
14974d3	2025-10-25	ブランチ 'fix-logout-vulnerability' をマージ
7079a44	2025-10-25	マージが正常にできていなかったので修正
af028be	2025-10-25	feat: OBS連携機能のパーセンテージ表示を修正
1cf9c19	2025-10-25	incorrect timezone in デュエル historyを修正
886f771	2025-10-26	Fix:共有リンクの統計が二重で100倍になっていたのを修正
5a3c0b6	2025-10-26	fix(frontend): 共有統計ライトテーマの配色を調整
8927ac8	2025-10-26	Fix:統計機能について、集計がおかしい部分を修正
a848e96	2025-10-26	PR #15 (krtw00/fix/statistics-filtering) をマージ
1827623	2025-10-27	fix(frontend): improve 対戦相手デッキ visibility in dark モード
26184a1	2025-10-27	fix(frontend): フロントエンドの起動とテーマ表示の問題を修正
6b7a200	2025-10-27	fix(ci): フロントエンドのCIテスト失敗を修正
a72cf1b	2025-10-27	PR #17 (krtw00/feature-dark-mode-opponent-deck-color) をマージ
8ff371f	2025-10-27	docs(readme): Git運用ルールを追記
7af9e38	2025-10-27	Merge remote-tracking branch 'origin/main'
717fde0	2025-10-27	docs(readme): 開発環境のセットアップ手順を更新
4d6b08d	2025-10-27	docs(readme): OBS機能の説明を更新し、機能一覧を拡充
d047867	2025-10-27	docs(readme): 技術スタックの情報を更新
5f8184a	2025-10-27	docs: ドキュメントを最新の実装に合わせて更新
d2d2a35	2025-10-28	docs: コード可読性向上のための包括的なドキュメントとサンプル実装を追加
f171810	2025-10-28	chore: .gitignore改善と機密ファイルの除外
047c0b5	2025-10-28	fix(ci): 環境変数ファイル削除後のCI失敗を修正
4cc3fa4	2025-10-28	fix(ci): フロントエンドテスト・ビルドにVITE_API_URL環境変数を追加
a2003e7	2025-10-28	docs(backend): Phase 1.1 - バックエンドサービスに詳細なdocstringとコメントを追加
0d72d7b	2025-10-28	docs(models): Phase 1.3 - モデル定義とTypeScript型に詳細なコメントを追加
5fb3b26	2025-10-28	docs: Phase 1進捗を可読性向上ロードマップに反映
a558d25	2025-10-28	docs(backend): time_series_service.pyに詳細なdocstringとコメントを追加
6ee6e09	2025-10-28	docs(backend): deck_service.pyに詳細なdocstringとコメントを追加
72e3690	2025-10-28	docs(frontend): DashboardView.vueにドキュメント追加
19b47cf	2025-10-28	docs(frontend): DuelFormDialog.vueにドキュメント追加
2d47dde	2025-10-28	docs: Phase 1完了を反映したロードマップ更新
d731ebe	2025-10-28	PR #18 (krtw00/feature/code-readability-phase1) をマージ
937d924	2025-10-28	refactor(backend): クエリビルダーユーティリティを作成
8c87250	2025-10-28	refactor(backend): サービスで共通クエリビルダーを使用
a1d8451	2025-10-28	test(backend): クエリビルダーユーティリティのテスト追加
f40d0d1	2025-10-28	docs(frontend): Composablesに詳細なJSDocを追加
fc91c1f	2025-10-28	docs: 命名規則統一化の詳細な移行計画を策定
69e7166	2025-10-28	fix(test): test_query_builders.pyのファイル破損を修正
7a72e4d	2025-10-28	chore: trigger CI
0d7b0ba	2025-10-28	PR #20 (krtw00/feature/code-readability-phase2) をマージ
529193c	2025-10-28	fix(docs): 破損したnaming-convention-migration-plan.mdを修正
fccbcb0	2025-10-28	feat(backend): 命名規則統一化 - Phase 2完了
6e55173	2025-10-28	feat(frontend): 対戦記録の命名規則を改善
f748d10	2025-10-28	feat(docs): フェーズ2の可読性改善を完了
d3dae8d	2025-10-28	PR #21 (krtw00/feature/naming-convention-phase3) をマージ
fb6c349	2025-10-28	feat(docs): フェーズ3の可読性改善を完了
441f415	2025-10-28	PR #22 (krtw00/feature/readability-phase3) をマージ
678bf12	2025-10-28	docs: ロードマップのフェーズ完了状況を更新
149a240	2025-10-28	fix(backend): クエリビルダの属性エラーを修正
9eda350	2025-10-28	PR #23 (krtw00/fix-backend-query-typo) をマージ
dd446b0	2025-10-28	fix(alembic): alembicの多重ヘッド問題を修正
78de726	2025-10-28	PR #24 (krtw00/fix-alembic-multiple-heads) をマージ
fbe9a46	2025-10-28	fix(backend): 対戦履歴取得時のバリデーションエラーを修正
4af345b	2025-10-28	PR #25 (krtw00/fix-duel-read-validation-error) をマージ
99745fc	2025-10-28	fix(backend): DBカラム名の不一致によるエラーを修正
d5b9926	2025-10-28	PR #26 (krtw00/fix-duel-read-validation-error) をマージ
75cf23b	2025-10-28	hotfix(backend): 緊急修正として古いDBスキーマにモデルを適合させる
b08d927	2025-10-28	PR #27 (krtw00/fix-duel-read-validation-error) をマージ
b240999	2025-10-28	fix(backend): Alembicの履歴分岐を解消
447ef45	2025-10-28	PR #28 (krtw00/fix-duel-read-validation-error) をマージ
1e3cad1	2025-10-28	Revert to 4cc3fa4: 戦績登録エラー修正のため正常動作時の状態に復元
225cccb	2025-10-28	refactor(backend): クエリビルダーにヘルパー関数を追加
2bcb74e	2025-10-28	fix(backend): モデルとDBスキーマのフィールド名を統一
ce436ab	2025-10-28	fix(backend): 本番環境のDBスキーマに合わせて競合するマイグレーションを削除
a51302e	2025-10-28	fix(backend): query_builders内の古いフィールド名参照を修正
4bfb738	2025-10-28	fix(backend): 本番DBスキーマ(camelCase)に完全対応
10dcc69	2025-10-28	fix(backend): statistics_serviceのフィールド名をopponentDeck_idに統一
d125a4b	2025-10-29	chore(linter): リンター設定を強化してコード品質チェックを自動化
3116793	2025-10-29	docs(phase1): モデルと型定義にドキュメントを追加（命名規則は維持）
361df12	2025-10-29	PR #30 (krtw00/feature/phase1-documentation-only) をマージ
4099590	2025-10-29	refactor(phase2): クエリビルダーを共通化してコード重複を削減
cb5f54a	2025-10-29	PR #31 (krtw00/feature/phase2-query-builder-refactoring) をマージ
66c7ca3	2025-10-29	リモート追跡ブランチ 'origin/main' を feature/linter-configuration-phase3 にマージ
c8bde26	2025-10-29	PR #29 (krtw00/feature/linter-configuration-phase3) をマージ
5f6d84e	2025-10-29	docs: pre-commit hooksのセットアップ手順をREADMEに追加
631f745	2025-10-29	fix(docs): pre-commit hooksのセットアップ手順を修正
7436e49	2025-10-29	PR #32 (krtw00/docs/add-pre-commit-setup-instructions) をマージ
d673b27	2025-10-30	feat(backend,frontend): レート/DC値の小数点対応とOBS表示追加
90d1b6c	2025-10-30	fix(backend): マイグレーションのdown_revisionを修正
0b59be8	2025-10-30	fix(frontend): OBSStatsResponse型にcurrent_rateとcurrent_dcを追加
ce8fa41	2025-10-30	PR #52 (krtw00/feature/add-float-support-for-rate-and-dc) をマージ
200eee0	2025-10-30	feat(frontend): OBSオーバーレイにレート/DC表示項目を追加
58bca0d	2025-10-30	feat(frontend): OBS設定のゲームモードを必須化し初期値をランクに設定
dbdb8a8	2025-10-30	fix(frontend): OBS設定の表示項目にレートとDCを追加
685fefe	2025-10-30	PR #54 (krtw00/feature/improve-obs-ui) をマージ
dffe376	2025-10-30	refactor(backend): Duelモデルのカラム名を明確化し、docstring検証を無効化
69b43f9	2025-10-30	feat(frontend): Align SharedStatisticsView with Dashboard と Statistics views
b02c1c7	2025-10-30	feat(frontend): Align SharedStatisticsView with Dashboard と Statistics views
1245afa	2025-10-30	fix(backend): Correct opponentDeck_id to opponent_deck_id in shared_statistics エンドポイント
b45fbb2	2025-10-30	fix(backend): Correct opponentDeck attribute access in shared_statistics エンドポイント
afaf2ca	2025-10-30	feat(backend): Return すべてのgame モード statistics in shared エンドポイント
a018c10	2025-10-30	feat(frontend): Unify statistics filter across すべてのviews
924d21e	2025-10-30	fix(frontend): SharedStatisticsView.テスト.tsのテストを修正
e6293ab	2025-10-30	PR #55 (krtw00/feature/shared-statistics-dashboard-sync) をマージ
23cca20	2025-10-30	バックエンドのappフォルダにどれから手を付けたらよいかのマニュアルをつけた。alembicフォルダはREADMEにここはいじらなくて良いということがわかったということを書いた。全部コメントのみ
f740265	2025-10-30	fix(api): 対戦履歴表示の不具合を修正
bb88424	2025-10-30	PR #57 (krtw00/docs/comment-written-by-AI) をマージ
60180b2	2025-10-30	fix(ci): Vercelのビルドエラーを修正し対戦履歴表示の不具合に対応
89fc003	2025-10-30	PR #59 (krtw00/fix-duel-history-display-bug) をマージ
5a196bd	2025-10-30	fix(api): 対戦履歴表示の不具合を完全に修正
462df50	2025-10-30	PR #60 (krtw00/fix-duel-history-display-bug) をマージ
9f79125	2025-10-31	fix(frontend): unknown 対戦相手デッキ displayを修正
4b663c6	2025-10-31	fix(frontend): デュエル interface to use opponent_deck_idを更新
400f6e2	2025-10-31	fix(frontend): align with opponent_deck_id snake_case
d65711d	2025-10-31	fix(backend): use snake_case for opponent_deck_id query
5d2b75b	2025-10-31	fix(backend): align services with renamed デュエル fields
eef7742	2025-10-31	Fix:統計周りの修正
c9b42b8	2025-10-31	fix(backend): align テスト with renamed デュエル fields
8eb47eb	2025-10-31	fix(backend): align デュエル fields with naming convention
85478ce	2025-10-31	Merge branch 'main' of https://github.com/krtw00/デュエル-log-app
7f8399c	2025-10-31	fix(backend): align デュエル fields with naming convention
ee32df7	2025-10-31	fix(backend): include デッキ names in デュエル list エンドポイント
fca005b	2025-10-31	refactor(frontend): unnecessary デッキ fetching in DashboardViewを削除
5b734f0	2025-10-31	fix(backend): import joinedload in duel_service
336e060	2025-10-31	refactor(frontend): DuelHistorySectionからunnecessary decks propを削除
af20fa9	2025-10-31	Revert "refactor(フロントエンド): remove unnecessary decks prop from DuelHistorySection"
a301228	2025-10-31	fix(backend): DuelWithDeckNames schemaにcomputed_fieldを追加
d118e7c	2025-10-31	fix(backend): correct DuelWithDeckNames schema for response validation
dc136c0	2025-10-31	fix(frontend): correctly map opponent_deck to opponentDeck
ed06961	2025-10-31	feat(frontend): unify snake_case naming convention
5d1bb2f	2025-10-31	fix(frontend): use snake_case for opponent_deck in DuelTable
0134d3d	2025-10-31	fix(backend): return statistics data in shared link エンドポイント
10fd2f3	2025-10-31	fix(backend): SharedStatisticsResponse schemaを追加
7d6e8c5	2025-10-31	fix(backend): resolve AttributeError in shared statistics エンドポイント
4b16863	2025-10-31	fix(backend): correct syntax error in shared_statistics_service
c0364a5	2025-10-31	fix(backend): pass filter params to shared statistics エンドポイント
e394e4e	2025-10-31	fix(backend): pass range filter params to shared statistics エンドポイント
a9dc405	2025-10-31	fix(frontend): correct typo in SharedStatisticsView
af66df8	2025-10-31	fix(share): resolve data loading issue in shared statistics view
d6d09d6	2025-10-31	fix(backend): correct keyword argument in get_user_duels call
695f6a2	2025-10-31	fix(backend): correctly serialize デュエル objects in statistics response
309698c	2025-10-31	fix(api): ensure nested デッキ objects in デュエル response
9bdc9d7	2025-10-31	fix(backend): import statistics_service in statistics router
74573aa	2025-10-31	fix(frontend): resolve vercel build errors
3e754d0	2025-10-31	fix(frontend): correct テスト data と mocks for CI
bab5602	2025-10-31	fix(frontend): stray code causing syntax errorを削除
bb6e0ce	2025-10-31	PR #63 (krtw00/feature/unify-snake-case) をマージ
628ba99	2025-10-31	fix(backend): exit on migration failure in start.py
0b9ecc1	2025-10-31	branch 'main' of origin を main にマージ
09c981a	2025-10-31	fix(frontend): Correct デュエル data display と submission
32ec185	2025-10-31	fix(frontend): resolve build errors by updating references
4136c2a	2025-10-31	docs: 不要になったドキュメントファイルを削除
b75b595	2025-10-31	docs: コーディング規約を追加
7248e95	2025-10-31	PR #64 (krtw00/develop) をマージ
a186180	2025-10-31	docs: ブランチ戦略をGitFlowベースのフローに更新
ceb110d	2025-10-31	PR #65 (krtw00/develop) をマージ
75cebf5	2025-10-31	docs: architecture documentsとupdate db-schemaを追加
f75f981	2025-10-31	PR #66 (krtw00/develop) をマージ
130d67d	2025-11-01	docs(development-guide): ブランチ命名規則を追記
f8ee583	2025-11-01	PR #70 (krtw00/docs/add-branch-naming-rule-to-main) をマージ
164f5e3	2025-11-01	docs(readme): WSL開発環境セットアップ手順を更新
2d5d4d9	2025-11-01	PR #71 (krtw00/docs/add-branch-naming-rule-to-main) をマージ
0f9b088	2025-11-01	fix: シードデータ投入処理の修正
438325e	2025-11-01	PR #72 (krtw00/develop) をマージ
